Statement Period;Statement Number;Transaction Date;Fee Name;Amount(Include Tax);VAT Amount;Release Status;Release Date;Comment;Order Creation Date;Order Number;Order Line ID;Seller SKU;Lazada SKU;WHT Amount;WHT included in Amount;Order Status;Product Name
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;20 Mar 2025;Payment Fee;-29.29;3.3696;Released;24 Mar 2025;;18 Mar 2025;212294596311819;212294596411819;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Returned;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;20 Mar 2025;Shipping Fee Paid by Buyer;160;0;Released;24 Mar 2025;;18 Mar 2025;212294596311819;212294596411819;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Returned;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;20 Mar 2025;Product Price Paid by Buyer;1152;0;Released;24 Mar 2025;;18 Mar 2025;212294596311819;212294596411819;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Returned;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;20 Mar 2025;Commission Fee;-193.77;26.7264;Released;24 Mar 2025;;18 Mar 2025;212294596311819;212294596411819;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Returned;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;20 Mar 2025;Shipping Fee;-180.8;20.8;Released;24 Mar 2025;;18 Mar 2025;212294596311819;212294596411819;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Returned;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;20 Mar 2025;Co-funded Voucher Max;-23.04;0;Released;24 Mar 2025;;18 Mar 2025;212294596311819;212294596411819;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Returned;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;20 Mar 2025;Payment Fee;-29.29;3.3696;Released;24 Mar 2025;;18 Mar 2025;211511888972890;211511889072890;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;20 Mar 2025;Shipping Fee Paid by Buyer;160;0;Released;24 Mar 2025;;18 Mar 2025;211511888972890;211511889072890;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;20 Mar 2025;Product Price Paid by Buyer;1152;0;Released;24 Mar 2025;;18 Mar 2025;211511888972890;211511889072890;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;20 Mar 2025;Commission Fee;-193.77;26.7264;Released;24 Mar 2025;;18 Mar 2025;211511888972890;211511889072890;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;20 Mar 2025;Shipping Fee;-180.8;20.8;Released;24 Mar 2025;;18 Mar 2025;211511888972890;211511889072890;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;20 Mar 2025;Co-funded Voucher Max;-23.04;0;Released;24 Mar 2025;;18 Mar 2025;211511888972890;211511889072890;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;23 Mar 2025;Payment Fee;-29.29;3.3696;Released;24 Mar 2025;;17 Mar 2025;212247145148544;212247145248544;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;23 Mar 2025;Shipping Fee Paid by Buyer;180;0;Released;24 Mar 2025;;17 Mar 2025;212247145148544;212247145248544;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;23 Mar 2025;Product Price Paid by Buyer;1152;0;Released;24 Mar 2025;;17 Mar 2025;212247145148544;212247145248544;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;23 Mar 2025;Commission Fee;-193.77;26.7264;Released;24 Mar 2025;;17 Mar 2025;212247145148544;212247145248544;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;23 Mar 2025;Shipping Fee;-203.4;23.4;Released;24 Mar 2025;;17 Mar 2025;212247145148544;212247145248544;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;23 Mar 2025;Co-funded Voucher Max;-23.04;0;Released;24 Mar 2025;;17 Mar 2025;212247145148544;212247145248544;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;21 Mar 2025;Payment Fee;-25.14;2.8925;Released;24 Mar 2025;;17 Mar 2025;212244356992201;212244357092201;669527347-1738739024924-0;669527347_PK-3161594965;0;NO;Delivered;2 in 1 Electric Eyebrow Trimmer and Shaver, Rechargeable Hair Remover for All Parts Use in Pen Flawless Hair Remover Rechargeable Painless-Precision Eyebrow Trimmer and Eyebrow Razor Tool with LED Light for Face, Lips, Nose, Chin, Arm
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;21 Mar 2025;Shipping Fee Paid by Buyer;135;0;Released;24 Mar 2025;;17 Mar 2025;212244356992201;212244357092201;669527347-1738739024924-0;669527347_PK-3161594965;0;NO;Delivered;2 in 1 Electric Eyebrow Trimmer and Shaver, Rechargeable Hair Remover for All Parts Use in Pen Flawless Hair Remover Rechargeable Painless-Precision Eyebrow Trimmer and Eyebrow Razor Tool with LED Light for Face, Lips, Nose, Chin, Arm
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;21 Mar 2025;Product Price Paid by Buyer;989;0;Released;24 Mar 2025;;17 Mar 2025;212244356992201;212244357092201;669527347-1738739024924-0;669527347_PK-3161594965;0;NO;Delivered;2 in 1 Electric Eyebrow Trimmer and Shaver, Rechargeable Hair Remover for All Parts Use in Pen Flawless Hair Remover Rechargeable Painless-Precision Eyebrow Trimmer and Eyebrow Razor Tool with LED Light for Face, Lips, Nose, Chin, Arm
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;21 Mar 2025;Commission Fee;-166.36;22.9456;Released;24 Mar 2025;;17 Mar 2025;212244356992201;212244357092201;669527347-1738739024924-0;669527347_PK-3161594965;0;NO;Delivered;2 in 1 Electric Eyebrow Trimmer and Shaver, Rechargeable Hair Remover for All Parts Use in Pen Flawless Hair Remover Rechargeable Painless-Precision Eyebrow Trimmer and Eyebrow Razor Tool with LED Light for Face, Lips, Nose, Chin, Arm
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;21 Mar 2025;Shipping Fee;-152.55;17.55;Released;24 Mar 2025;;17 Mar 2025;212244356992201;212244357092201;669527347-1738739024924-0;669527347_PK-3161594965;0;NO;Delivered;2 in 1 Electric Eyebrow Trimmer and Shaver, Rechargeable Hair Remover for All Parts Use in Pen Flawless Hair Remover Rechargeable Painless-Precision Eyebrow Trimmer and Eyebrow Razor Tool with LED Light for Face, Lips, Nose, Chin, Arm
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;21 Mar 2025;Co-funded Voucher Max;-19.78;0;Released;24 Mar 2025;;17 Mar 2025;212244356992201;212244357092201;669527347-1738739024924-0;669527347_PK-3161594965;0;NO;Delivered;2 in 1 Electric Eyebrow Trimmer and Shaver, Rechargeable Hair Remover for All Parts Use in Pen Flawless Hair Remover Rechargeable Painless-Precision Eyebrow Trimmer and Eyebrow Razor Tool with LED Light for Face, Lips, Nose, Chin, Arm
14 Apr 2025 - 20 Apr 2025;PK2NBO6P7YY-2025-016;18 Apr 2025;Claims for Incorrect Penalties Charged;55;0;Released;21 Apr 2025;CR;17 Mar 2025;212241778740540;212241778840540;671888933-1739014489520-0;671888933_PK-3174063600;0;NO;Canceled;Electric Automatic Bubble Gun – Fun Summer Magic Bubble Machine for Kids – Outdoor Water Gun Toy with bottle – Perfect for Parties, Birthdays & Events MagicBubble Maker Gun, Colorful Bubble Solution, Outdoor Gift, Pink and Blue, Toy with Liquid
24 Mar 2025 - 30 Mar 2025;PK2NBO6P7YY-2025-013;28 Mar 2025;Penalties for Fulfillment;-111;0;Released;31 Mar 2025;CR;17 Mar 2025;212241778740540;212241778840540;671888933-1739014489520-0;671888933_PK-3174063600;0;NO;Canceled;Electric Automatic Bubble Gun – Fun Summer Magic Bubble Machine for Kids – Outdoor Water Gun Toy with bottle – Perfect for Parties, Birthdays & Events MagicBubble Maker Gun, Colorful Bubble Solution, Outdoor Gift, Pink and Blue, Toy with Liquid
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;22 Mar 2025;Payment Fee;-29.29;3.3696;Released;24 Mar 2025;;17 Mar 2025;212228598380364;212228598480364;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;22 Mar 2025;Shipping Fee Paid by Buyer;180;0;Released;24 Mar 2025;;17 Mar 2025;212228598380364;212228598480364;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;22 Mar 2025;Product Price Paid by Buyer;1152;0;Released;24 Mar 2025;;17 Mar 2025;212228598380364;212228598480364;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;22 Mar 2025;Commission Fee;-193.77;26.7264;Released;24 Mar 2025;;17 Mar 2025;212228598380364;212228598480364;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;22 Mar 2025;Shipping Fee;-203.4;23.4;Released;24 Mar 2025;;17 Mar 2025;212228598380364;212228598480364;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;22 Mar 2025;Co-funded Voucher Max;-23.04;0;Released;24 Mar 2025;;17 Mar 2025;212228598380364;212228598480364;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
24 Mar 2025 - 30 Mar 2025;PK2NBO6P7YY-2025-013;28 Mar 2025;Penalties for Fulfillment;-111;0;Released;31 Mar 2025;FR;17 Mar 2025;212206984511504;212206984611504;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;22 Mar 2025;Payment Fee;-29.29;3.3696;Released;24 Mar 2025;;17 Mar 2025;212206984511504;212206984611504;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;22 Mar 2025;Shipping Fee Paid by Buyer;135;0;Released;24 Mar 2025;;17 Mar 2025;212206984511504;212206984611504;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;22 Mar 2025;Product Price Paid by Buyer;1152;0;Released;24 Mar 2025;;17 Mar 2025;212206984511504;212206984611504;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;22 Mar 2025;Commission Fee;-193.77;26.7264;Released;24 Mar 2025;;17 Mar 2025;212206984511504;212206984611504;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;22 Mar 2025;Shipping Fee;-152.55;17.55;Released;24 Mar 2025;;17 Mar 2025;212206984511504;212206984611504;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;22 Mar 2025;Co-funded Voucher Max;-23.04;0;Released;24 Mar 2025;;17 Mar 2025;212206984511504;212206984611504;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;21 Mar 2025;Payment Fee;-29.29;3.3696;Released;24 Mar 2025;;17 Mar 2025;212184560726425;212184560826425;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;21 Mar 2025;Shipping Fee Paid by Buyer;160;0;Released;24 Mar 2025;;17 Mar 2025;212184560726425;212184560826425;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;21 Mar 2025;Product Price Paid by Buyer;1152;0;Released;24 Mar 2025;;17 Mar 2025;212184560726425;212184560826425;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;21 Mar 2025;Commission Fee;-193.77;26.7264;Released;24 Mar 2025;;17 Mar 2025;212184560726425;212184560826425;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;21 Mar 2025;Shipping Fee;-180.8;20.8;Released;24 Mar 2025;;17 Mar 2025;212184560726425;212184560826425;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;21 Mar 2025;Co-funded Voucher Max;-23.04;0;Released;24 Mar 2025;;17 Mar 2025;212184560726425;212184560826425;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;19 Mar 2025;Payment Fee;-22.94;2.639;Released;24 Mar 2025;;16 Mar 2025;212167751668332;212167751768332;659759668-1737415688602-0;659759668_PK-3104349727;0;NO;Delivered;Glock Soft Bullet Toy Gun Shell Ejection Foam Darts Blaster Manual Airsoft Gun With Silencer For Kid Adult
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;19 Mar 2025;Shipping Fee Paid by Buyer;125;0;Released;24 Mar 2025;;16 Mar 2025;212167751668332;212167751768332;659759668-1737415688602-0;659759668_PK-3104349727;0;NO;Delivered;Glock Soft Bullet Toy Gun Shell Ejection Foam Darts Blaster Manual Airsoft Gun With Silencer For Kid Adult
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;19 Mar 2025;Product Price Paid by Buyer;902;0;Released;24 Mar 2025;;16 Mar 2025;212167751668332;212167751768332;659759668-1737415688602-0;659759668_PK-3104349727;0;NO;Delivered;Glock Soft Bullet Toy Gun Shell Ejection Foam Darts Blaster Manual Airsoft Gun With Silencer For Kid Adult
